identifier,srp,srr,srz,replicate,protocol,organism,sample type,cell type,clone_individual,strain,genotype,construct,baseline_control_expt,treatment type,treatment,times,timecourse,library prep,spike in,notes,experimentally not usable,curator 1,curator 2,published,bibtex,author,year,last author,doi,single_paired,rcomp,other data,atac seq,rna seq,chip seq,three d,other seq,sample_id,sample_name,genetic_id,expt_id,raw_read_depth,raw_read_length,trim_read_depth,duplication_picard,single_map,multi_map,map_prop,rseqc_tags,rseqc_cds,cds_rpk,rseqc_five_utr,rseqc_three_utr,rseqc_intron,intron_rpk,exint_ratio,distinct_tenmillion_prop,genome_prop_cov,avg_fold_cov,samp_qc_score,samp_data_score
Murakami2017dynamic,SRP100437,SRR5274970,SRR5274970,rep1,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,control,vehicle,ethanol,"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1651,SRR5274970,933,544,16391727,51,13242217,0.381718,4081087,2476873,0.49520000000000003,5725049,264953,6.88,1888308,218981,2374201,1.77,3.887005649717514,0.59203345,0.04473139737074482,0.2331965817125558,4,4
Murakami2017dynamic,SRP100437,SRR5274971,SRR5274971,rep2,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,control,vehicle,ethanol,"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1652,SRR5274971,933,544,22707066,51,22048380,0.307506,13211067,3976346,0.7795000000000001,14955011,708897,18.41,3234774,819946,7830785,5.83,3.1578044596912522,0.71544655,0.10800478256208144,0.48515811610087545,1,3
Murakami2017dynamic,SRP100437,SRR5274972,SRR5274972,rep3,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,control,vehicle,ethanol,"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1653,SRR5274972,933,544,22222081,51,18446002,0.424863,5444187,3697270,0.49560000000000004,7996054,356083,9.25,2815425,290404,3166262,2.36,3.919491525423729,0.56721224,0.05456827671101476,0.34667836116092837,3,4
Murakami2017dynamic,SRP100437,SRR5274973,SRR5274973,rep4,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,control,vehicle,ethanol,"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1654,SRR5274973,933,544,33496522,51,32872932,0.351044,19287966,6183530,0.7748,22180688,1027362,26.69,5170407,1174055,11264270,8.38,3.1849642004773266,0.6989541,0.13354298229221465,0.7525530686671755,1,2
Murakami2017dynamic,SRP100437,SRR5274974,SRR5274974,rep1,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1655,SRR5274974,933,544,16418275,51,14121279,0.357027,4214527,2285886,0.4603,5673650,247344,6.42,1753119,226930,2494017,1.86,3.451612903225806,0.61582346,0.04649475852822608,0.2255688086484028,4,4
Murakami2017dynamic,SRP100437,SRR5274975,SRR5274975,rep2,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1656,SRR5274975,933,544,17628755,51,15127015,0.330605,10515179,2527568,0.8622,11245599,346315,9.0,1382604,610892,7239602,5.39,1.6697588126159555,0.6963145,0.08125832167365758,0.332381554589657,2,3
Murakami2017dynamic,SRP100437,SRR5274976,SRR5274976,rep3,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1657,SRR5274976,933,544,24084361,51,21170291,0.400305,6073389,3655246,0.4595,8509388,357351,9.28,2807376,324056,3593101,2.67,3.4756554307116105,0.5943120599999999,0.06011671050976754,0.35859289000702177,3,4
Murakami2017dynamic,SRP100437,SRR5274977,SRR5274977,rep4,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1658,SRR5274977,933,544,26847308,51,24165480,0.408681,16138369,4251939,0.8438,17595313,527676,13.71,2477222,937847,11025748,8.2,1.6719512195121953,0.68700175,0.10200057285883002,0.5453619436083519,1,3
Murakami2017dynamic,SRP100437,SRR5274978,SRR5274978,rep1,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1659,SRR5274978,933,544,21652427,51,19239829,0.428567,5898878,3988032,0.5139,8721914,376699,9.78,3033065,323556,3549268,2.64,3.704545454545454,0.56631927,0.05873933996468849,0.37181378263864195,3,4
Murakami2017dynamic,SRP100437,SRR5274979,SRR5274979,rep2,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1660,SRR5274979,933,544,18901474,51,16669873,0.354576,9320814,3087051,0.7443000000000001,10850639,528908,13.74,2534877,570811,5507574,4.1,3.3512195121951223,0.6597806,0.07983298896241679,0.3594851974146796,2,4
Murakami2017dynamic,SRP100437,SRR5274980,SRR5274980,rep3,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1661,SRR5274980,933,544,31267575,51,28366443,0.476179,8300208,6327963,0.5157,12925869,531664,13.81,4806263,449193,5001837,3.72,3.7123655913978495,0.5388438,0.07355797216998913,0.589443159397253,2,4
Murakami2017dynamic,SRP100437,SRR5274981,SRR5274981,rep4,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1662,SRR5274981,933,544,29418739,51,26729247,0.424989,14297682,5361256,0.7354999999999999,17224571,821394,21.34,4480009,858248,8303751,6.18,3.453074433656958,0.6338089,0.10143050603405383,0.612355659650303,1,3
Murakami2017dynamic,SRP100437,SRR5274982,SRR5274982,rep1,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,vehicle,ethanol,"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1663,SRR5274982,934,544,17084782,51,16608882,0.551947,2970395,3683215,0.4006,6010331,201015,5.22,2676853,183341,1993225,1.48,3.5270270270270268,0.43118512999999997,0.036186942259471125,0.31076546147612266,4,5
Murakami2017dynamic,SRP100437,SRR5274983,SRR5274983,rep2,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,vehicle,ethanol,"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1664,SRR5274983,934,544,16766137,51,16088884,0.387619,8031555,4203545,0.7605,10921101,404152,10.5,3181777,531206,5212372,3.88,2.7061855670103094,0.61671275,0.07821023583440564,0.4248772320610705,2,4
Murakami2017dynamic,SRP100437,SRR5274984,SRR5274984,rep3,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,vehicle,ethanol,"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1665,SRR5274984,934,544,27646329,51,27262793,0.611465,4590394,6701295,0.4142,10214586,306178,7.95,4863876,278423,3128189,2.33,3.412017167381974,0.3918334,0.049366363506177686,0.5740727832604899,3,4
Murakami2017dynamic,SRP100437,SRR5274985,SRR5274985,rep4,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,vehicle,ethanol,"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1666,SRR5274985,934,544,28404427,51,27721922,0.439115,13320180,7501428,0.7511,18597273,655567,17.03,5765562,865355,8570046,6.38,2.669278996865204,0.59649055,0.10658754102075481,0.7633409108535851,1,3
Murakami2017dynamic,SRP100437,SRR5274986,SRR5274986,rep1,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1667,SRR5274986,934,544,12709725,51,11236232,0.574509,1113000,1664028,0.24710000000000001,2527360,65912,1.71,1194752,64824,802088,0.6,2.85,0.36118377999999995,0.015965186660449528,0.13603573381280817,5,5
Murakami2017dynamic,SRP100437,SRR5274987,SRR5274987,rep2,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1668,SRR5274987,934,544,20366747,51,18882091,0.418989,7090969,4037422,0.5893999999999999,9905876,419211,10.89,3072501,452368,4413355,3.28,3.3201219512195124,0.58088125,0.06801257457613358,0.39575215487156906,3,4
Murakami2017dynamic,SRP100437,SRR5274988,SRR5274988,rep3,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1669,SRR5274988,934,544,18734408,51,17030797,0.636098,1585602,2799828,0.2575,3997206,91732,2.38,2004992,90670,1174729,0.87,2.735632183908046,0.32851463,0.020920893390800374,0.2320673716365611,4,5
Murakami2017dynamic,SRP100437,SRR5274989,SRR5274989,rep4,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-20,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1670,SRR5274989,934,544,31217003,51,29455086,0.471743,10422269,6591780,0.5776,15163517,610777,15.86,5074174,653040,6415983,4.77,3.3249475890985325,0.55210735,0.08595313930458626,0.6477091837839246,1,3
Murakami2017dynamic,SRP100437,SRR5274990,SRR5274990,rep1,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1671,SRR5274990,934,544,23327295,51,22043224,0.578859,2868222,4013252,0.3122,6245267,187875,4.88,2924779,163400,1979517,1.47,3.3197278911564627,0.40616395,0.034773855338084074,0.33264468189539187,4,5
Murakami2017dynamic,SRP100437,SRR5274991,SRR5274991,rep2,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1672,SRR5274991,934,544,22245719,51,17321551,0.4442,4454981,2994641,0.4301,6643920,273133,7.09,2244858,268913,2819383,2.1,3.376190476190476,0.53448558,0.04819887110850232,0.2804276987802001,4,4
Murakami2017dynamic,SRP100437,SRR5274992,SRR5274992,rep3,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1673,SRR5274992,934,544,33394247,51,32058468,0.624416,3985339,6356983,0.3226,9385023,256429,6.66,4620341,223611,2796148,2.08,3.201923076923077,0.375371,0.043965238549488,0.5348374887824657,3,4
Murakami2017dynamic,SRP100437,SRR5274993,SRR5274993,rep4,GRO-seq,H. sapiens,cell line,MDA-MB-231,,,Esr1 L540Q (stable),,experimental,treatment,17-beta-estradiol(100 nM),"-45,0,min",True,circularization,None,L540Q mutant cannot bind SRCs proteins,False,Mary,Jessica,True,Murakami2017,Murakami,2017,Kraus,10.1101/gad.302182.117,single,False,True,False,False,True,False,False,1674,SRR5274993,934,544,34797138,51,27986486,0.500668,6700587,5046671,0.41969999999999996,10490557,407075,10.57,3806218,395964,4223535,3.14,3.3662420382165603,0.5059188,0.06279450064491143,0.4740975938862336,3,4
Link2018analysis,SRP131922,SRR6660158,SRR6660158,rep1,GRO-cap,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,1996,SRR6660158,1190,589,13374477,50,10221634,0.767963,4738867,1688976,0.6288,5032670,297304,8.03,887269,360192,2438811,2.21,3.6334841628959276,0.19079962,0.01277679030271452,0.15057640184243962,4,5
Link2018analysis,SRP131922,SRR6660159,SRR6660159,rep2,GRO-cap,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,1997,SRR6660159,1190,589,22831450,20,14779578,0.915222,7309841,1908212,0.6236999999999999,7339160,304715,8.23,1061178,745645,3691244,3.35,2.4567164179104477,0.08595206999999999,0.009107319221938687,0.21711955581540238,4,5
Link2018analysis,SRP131922,SRR6660160,SRR6660160,rep1,GRO-cap,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,control,no treatment,,,False,ligation,None,,False,Robin ,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,1998,SRR6660160,1190,590,14201331,50,12330292,0.789186,4362952,2236092,0.5352,4735041,224355,6.06,764645,555242,2093398,1.9,3.1894736842105265,0.18220839,0.012582149160988033,0.18483903493441722,4,5
Link2018analysis,SRP131922,SRR6660161,SRR6660161,rep2,GRO-cap,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,control,no treatment,,,False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,1999,SRR6660161,1190,589,28060469,20,20349805,0.929724,9415436,2552603,0.5881000000000001,9371733,365903,9.88,1260489,995832,4669613,4.23,2.3356973995271866,0.0822669,0.009902332748633844,0.2858811362682457,4,5
Link2018analysis,SRP131922,SRR6660174,SRR6660174,rep1,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2000,SRR6660174,1190,591,48752619,35,47569716,0.570619,29927692,5233107,0.7391,29912619,1422686,38.41,1049605,2930690,19337974,17.54,2.1898517673888254,0.57443415,0.1054542262810762,0.9195832161172722,2,3
Link2018analysis,SRP131922,SRR6660175,SRR6660175,rep2,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2001,SRR6660175,1190,591,52061215,20,51873257,0.853877,25522502,9550586,0.6761,27551453,738381,19.93,609761,5133980,12669820,11.49,1.7345517841601392,0.1782355,0.05564616817486649,1.2214995163313371,4,4
Link2018analysis,SRP131922,SRR6660176,SRR6660176,rep1,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,control,no treatment,,,False,ligation,None,,False,Robin ,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2002,SRR6660176,1190,592,61871516,1,58392013,0.448014,42612755,2939071,0.7801,40647834,1467566,39.62,1677275,3577087,27484538,24.93,1.5892498997192137,0.74018555,0.1475723008443237,0.867060776312634,1,2
Link2018analysis,SRP131922,SRR6660177,SRR6660177,rep2,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,BALB/cJ,,,control,no treatment,,,False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2003,SRR6660177,1190,591,75382409,20,73525984,0.769772,35179523,11761801,0.6384000000000001,37206736,1308255,35.32,1026506,6668365,17916711,16.25,2.1735384615384614,0.2716504,0.0976840335528694,1.4465241853176811,3,3
Link2018analysis,SRP131922,SRR6660226,SRR6660226,rep1,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J,,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2004,SRR6660226,1194,591,50722958,35,49240473,0.63003,34803095,3772725,0.7834,34124735,1594969,43.06,1061669,3290455,23232060,21.07,2.043663977218795,0.60804395,0.11080991860586714,1.1437279310538586,2,3
Link2018analysis,SRP131922,SRR6660227,SRR6660227,rep2,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J,,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2005,SRR6660227,1194,591,94562122,50,90045791,0.476668,69185397,4786443,0.8215,67304619,2210829,59.69,2295981,5814445,47858453,43.4,1.3753456221198157,0.7589084,0.1518068834087997,1.487185273882397,1,2
Link2018analysis,SRP131922,SRR6660228,SRR6660228,rep1,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J,,,control,no treatment,,,False,ligation,None,,False,Robin ,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2006,SRR6660228,1194,592,47061663,35,46147756,0.487622,30519840,4449169,0.7578,30294128,1597464,43.13,1125079,3147491,19141318,17.36,2.4844470046082954,0.6363446,0.1330918813033951,0.9733640450137812,1,2
Link2018analysis,SRP131922,SRR6660229,SRR6660229,rep2,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J,,,control,no treatment,,,False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2007,SRR6660229,1194,591,49842400,50,46584346,0.315641,35236597,2007811,0.7995,33599529,1177772,31.8,1316407,2826254,23237329,21.07,1.5092548647365924,0.8133356,0.14240773796214132,0.7219906176258645,1,2
Link2018analysis,SRP131922,SRR6660276,SRR6660276,rep1,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J mice(f) x PWK/PhJ(m),,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2008,SRR6660276,1195,591,42011426,35,34204807,0.531304,19351719,4010800,0.6829999999999999,20050215,903013,24.38,707285,2082080,12984690,11.78,2.069609507640068,0.5602534,0.08778217391323039,0.6503117988371725,2,3
Link2018analysis,SRP131922,SRR6660277,SRR6660277,rep2,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J mice(f) x PWK/PhJ(m),,,experimental,treatment,Kdo2-Lipid A(10 ng/mL),"-1,0,hr",False,ligation,None,,False,Robin,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2009,SRR6660277,1195,591,13090804,50,12683243,0.414973,8273989,935605,0.7261,8206857,299214,8.08,283778,784643,5398984,4.9,1.6489795918367345,0.57540822,0.04884996808348864,0.19668987958059286,3,4
Link2018analysis,SRP131922,SRR6660278,SRR6660278,rep1,GRO-seq,M. musculus,primary cell,bone marrow derived macrophage,,C57BL/6J mice(f) x PWK/PhJ(m),,,control,no treatment,,,False,ligation,None,,False,Robin ,Sam,True,Link2018,Link,2018,Glass,10.1016/j.cell.2018.04.018,single,False,True,True,True,True,True,True,2010,SRR6660278,1195,592,37551076,35,30011599,0.438412,17180829,3011828,0.6728000000000001,17525858,861944,23.27,667292,1860675,11079847,10.05,2.315422885572139,0.62473585,0.10655736851890725,0.5508708009805294,1,3
